age,education,jobclass,health,health_ins,wage
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.38744997
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,88.83156917
55,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412
35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.69569513
33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,122.2636739
41,4. College Grad,2. Information,1. <=Good,1. Yes,132.4878211
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,96.37065283
33,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.24288466
49,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
62,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,73.77574327
31,1. < HS Grad,2. Information,1. <=Good,1. Yes,109.8339856
43,1. < HS Grad,2. Information,2. >=Very Good,2. No,100.0996625
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.2656772
43,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611
48,4. College Grad,2. Information,1. <=Good,2. No,109.5472966
48,2. HS Grad,2. Information,2. >=Very Good,2. No,70.47601965
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.2047389
29,4. College Grad,2. Information,2. >=Very Good,2. No,99.6894637
52,3. Some College,2. Information,2. >=Very Good,2. No,94.07271475
46,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103279
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,115.3750386
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,107.9039239
32,3. Some College,1. Industrial,1. <=Good,2. No,101.4020523
28,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.4794227
33,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,145.1436012
44,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,163.515864
41,2. HS Grad,2. Information,1. <=Good,2. No,81.28325328
31,1. < HS Grad,1. Industrial,1. <=Good,2. No,40.40566526
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,97.49329405
50,4. College Grad,1. Industrial,1. <=Good,2. No,117.1468169
47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
31,2. HS Grad,1. Industrial,1. <=Good,2. No,84.04595765
40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,88.81647397
54,3. Some College,1. Industrial,1. <=Good,2. No,86.69515483
24,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.35567932
34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,98.59934386
65,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
28,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.6429681
30,2. HS Grad,2. Information,1. <=Good,1. Yes,79.85490031
45,3. Some College,1. Industrial,2. >=Very Good,2. No,166.3249412
35,4. College Grad,2. Information,2. >=Very Good,1. Yes,139.0034081
46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,145.1436012
47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.38394038
71,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6916284
39,3. Some College,2. Information,2. >=Very Good,1. Yes,130.9821774
41,1. < HS Grad,1. Industrial,1. <=Good,2. No,68.74808773
33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,139.7030715
76,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896505
20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
26,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
25,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490031
62,3. Some College,1. Industrial,2. >=Very Good,1. Yes,128.6804882
37,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,180.7799522
37,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271475
32,3. Some College,1. Industrial,2. >=Very Good,2. No,89.49247952
55,3. Some College,1. Industrial,2. >=Very Good,1. Yes,130.2208324
36,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,77.49768139
39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,185.2833171
48,4. College Grad,2. Information,1. <=Good,2. No,128.6804882
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,147.1166892
39,3. Some College,2. Information,1. <=Good,2. No,106.9218141
50,5. Advanced Degree,1. Industrial,1. <=Good,2. No,115.3750386
54,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611
60,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,111.7208494
47,4. College Grad,1. Industrial,2. >=Very Good,2. No,126.3238807
20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
60,2. HS Grad,1. Industrial,1. <=Good,1. Yes,107.9039239
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,54.59815003
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
54,3. Some College,2. Information,1. <=Good,1. Yes,72.4793163
51,4. College Grad,2. Information,1. <=Good,1. Yes,130.9821774
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,91.69922611
35,4. College Grad,2. Information,2. >=Very Good,1. Yes,154.685293
46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
38,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
62,2. HS Grad,2. Information,1. <=Good,1. Yes,80.57319971
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
28,5. Advanced Degree,1. Industrial,1. <=Good,2. No,141.7751723
61,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.1436012
26,4. College Grad,2. Information,1. <=Good,1. Yes,94.07271475
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
28,2. HS Grad,2. Information,1. <=Good,1. Yes,113.5670896
61,2. HS Grad,2. Information,1. <=Good,1. Yes,101.5955382
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
31,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,127.1157438
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
44,1. < HS Grad,1. Industrial,1. <=Good,2. No,78.3924668
46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,318.3424301
54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.49329405
38,2. HS Grad,1. Industrial,1. <=Good,2. No,87.8535469
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,184.1671358
43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
30,3. Some College,2. Information,2. >=Very Good,1. Yes,95.23071257
58,5. Advanced Degree,2. Information,1. <=Good,1. Yes,59.09706408
60,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.8843593
45,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,130.9821774
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
47,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
59,3. Some College,2. Information,2. >=Very Good,1. Yes,67.36898208
36,3. Some College,2. Information,2. >=Very Good,2. No,83.32134154
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
40,1. < HS Grad,2. Information,1. <=Good,2. No,105.9278108
42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
29,5. Advanced Degree,2. Information,2. >=Very Good,2. No,73.77574327
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,139.0034081
58,3. Some College,1. Industrial,1. <=Good,1. Yes,123.0896998
18,2. HS Grad,1. Industrial,2. >=Very Good,2. No,55.99743383
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723
30,5. Advanced Degree,2. Information,1. <=Good,2. No,154.0729972
48,3. Some College,1. Industrial,1. <=Good,2. No,118.8843593
27,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757133
40,3. Some College,2. Information,2. >=Very Good,1. Yes,120.9267015
34,5. Advanced Degree,2. Information,2. >=Very Good,2. No,97.49329405
54,2. HS Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
20,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.04315402
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,89.49247952
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,198.3502905
45,3. Some College,2. Information,1. <=Good,1. Yes,65.26143902
59,3. Some College,1. Industrial,2. >=Very Good,2. No,107.9039239
44,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
67,4. College Grad,2. Information,2. >=Very Good,2. No,76.89360252
26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,140.3982002
42,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
22,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
43,3. Some College,1. Industrial,2. >=Very Good,2. No,140.3982002
34,2. HS Grad,2. Information,1. <=Good,2. No,79.85490031
44,2. HS Grad,2. Information,1. <=Good,1. Yes,79.85490031
53,3. Some College,1. Industrial,1. <=Good,1. Yes,268.266292
54,5. Advanced Degree,2. Information,1. <=Good,1. Yes,124.7204462
55,4. College Grad,2. Information,1. <=Good,1. Yes,148.4131591
30,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593
48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896505
48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
30,5. Advanced Degree,2. Information,2. >=Very Good,2. No,127.1157438
38,3. Some College,1. Industrial,2. >=Very Good,1. Yes,110.7826503
25,3. Some College,1. Industrial,2. >=Very Good,1. Yes,91.69922611
59,2. HS Grad,2. Information,1. <=Good,1. Yes,104.9215065
38,5. Advanced Degree,2. Information,1. <=Good,2. No,272.2947832
40,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.266292
36,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,163.515864
60,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
40,4. College Grad,2. Information,2. >=Very Good,2. No,123.0896998
28,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
34,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591
39,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,175.4435493
26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,96.37065283
28,2. HS Grad,2. Information,2. >=Very Good,1. Yes,96.93409046
27,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
34,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
38,2. HS Grad,2. Information,1. <=Good,1. Yes,311.9345689
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
58,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103279
42,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.2991269
32,3. Some College,2. Information,1. <=Good,1. Yes,47.93367133
27,4. College Grad,2. Information,1. <=Good,1. Yes,104.9215065
51,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,133.2323508
25,4. College Grad,2. Information,2. >=Very Good,1. Yes,115.3750386
60,2. HS Grad,1. Industrial,1. <=Good,2. No,120.9267015
62,3. Some College,2. Information,1. <=Good,1. Yes,148.4131591
53,3. Some College,1. Industrial,2. >=Very Good,1. Yes,120.5894365
39,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.4780877
23,3. Some College,2. Information,2. >=Very Good,2. No,90.48191336
47,5. Advanced Degree,2. Information,2. >=Very Good,2. No,148.4131591
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
57,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.266292
40,3. Some College,2. Information,2. >=Very Good,2. No,78.3924668
57,3. Some College,2. Information,2. >=Very Good,1. Yes,107.9039239
31,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591
28,3. Some College,1. Industrial,1. <=Good,1. Yes,89.24288466
58,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
47,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
41,4. College Grad,2. Information,2. >=Very Good,2. No,70.47601965
53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,108.6813082
27,4. College Grad,2. Information,2. >=Very Good,1. Yes,80.57319971
19,1. < HS Grad,2. Information,2. >=Very Good,2. No,65.11085372
47,4. College Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
44,2. HS Grad,1. Industrial,1. <=Good,1. Yes,118.8843593
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.59815003
31,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.22940829
42,3. Some College,1. Industrial,2. >=Very Good,2. No,272.2947832
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
52,4. College Grad,2. Information,1. <=Good,2. No,46.7632688
20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
33,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328
26,4. College Grad,2. Information,2. >=Very Good,2. No,99.6894637
40,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,166.3249412
29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
35,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.9149514
22,3. Some College,1. Industrial,2. >=Very Good,2. No,73.77574327
39,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894637
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.9024706
44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,108.8745258
45,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.9039239
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723
52,3. Some College,2. Information,2. >=Very Good,1. Yes,160.6424754
27,3. Some College,2. Information,2. >=Very Good,1. Yes,112.1861229
46,3. Some College,2. Information,1. <=Good,1. Yes,169.07354
59,3. Some College,2. Information,1. <=Good,1. Yes,96.37065283
52,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328
19,1. < HS Grad,1. Industrial,1. <=Good,2. No,54.59815003
64,4. College Grad,2. Information,1. <=Good,2. No,107.9039239
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,136.8763676
45,2. HS Grad,2. Information,2. >=Very Good,1. Yes,65.11085372
53,3. Some College,2. Information,2. >=Very Good,2. No,179.5280922
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.22940829
39,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
52,5. Advanced Degree,2. Information,1. <=Good,1. Yes,176.9896505
41,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,114.4757133
44,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.89360252
48,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
31,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.9024706
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
56,4. College Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
47,2. HS Grad,2. Information,1. <=Good,1. Yes,136.1577108
41,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
49,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
28,2. HS Grad,1. Industrial,1. <=Good,2. No,97.49329405
19,3. Some College,1. Industrial,1. <=Good,2. No,43.73511168
48,3. Some College,2. Information,1. <=Good,1. Yes,117.1468169
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
57,4. College Grad,2. Information,2. >=Very Good,1. Yes,272.2947832
39,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
45,2. HS Grad,2. Information,1. <=Good,1. Yes,66.96164432
52,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,127.901233
51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,74.43830467
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.1349408
40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.6804882
47,3. Some College,2. Information,2. >=Very Good,1. Yes,121.4303138
45,2. HS Grad,2. Information,1. <=Good,1. Yes,98.59934386
49,3. Some College,1. Industrial,2. >=Very Good,1. Yes,117.1468169
57,3. Some College,2. Information,1. <=Good,1. Yes,109.8339856
77,2. HS Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
48,4. College Grad,2. Information,1. <=Good,1. Yes,160.6424754
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
39,4. College Grad,2. Information,2. >=Very Good,1. Yes,163.515864
44,2. HS Grad,1. Industrial,1. <=Good,1. Yes,110.7826503
49,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103279
58,1. < HS Grad,2. Information,2. >=Very Good,2. No,54.59815003
46,3. Some College,2. Information,1. <=Good,2. No,127.0368467
39,4. College Grad,2. Information,1. <=Good,1. Yes,123.0896998
26,2. HS Grad,2. Information,2. >=Very Good,2. No,73.77574327
61,3. Some College,2. Information,1. <=Good,1. Yes,99.6894637
62,3. Some College,1. Industrial,1. <=Good,1. Yes,94.07271475
47,4. College Grad,1. Industrial,1. <=Good,2. No,87.98103279
40,2. HS Grad,1. Industrial,2. >=Very Good,2. No,118.8843593
35,1. < HS Grad,2. Information,2. >=Very Good,2. No,65.11085372
61,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723
38,2. HS Grad,1. Industrial,1. <=Good,1. Yes,134.7053751
18,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.89360252
45,2. HS Grad,1. Industrial,2. >=Very Good,2. No,101.4020523
27,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
22,3. Some College,1. Industrial,1. <=Good,1. Yes,95.23071257
29,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,73.77574327
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
25,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
35,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
41,3. Some College,1. Industrial,2. >=Very Good,1. Yes,127.1157438
38,4. College Grad,2. Information,1. <=Good,1. Yes,145.1436012
49,2. HS Grad,2. Information,1. <=Good,1. Yes,118.8843593
36,2. HS Grad,1. Industrial,2. >=Very Good,2. No,128.6804882
66,2. HS Grad,2. Information,2. >=Very Good,1. Yes,92.89584479
23,1. < HS Grad,2. Information,2. >=Very Good,2. No,68.74808773
28,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,99.6894637
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,43.73511168
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,189.2441629
58,2. HS Grad,2. Information,1. <=Good,2. No,32.36641317
45,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,154.685293
64,3. Some College,2. Information,2. >=Very Good,1. Yes,114.4757133
45,2. HS Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
52,3. Some College,2. Information,1. <=Good,1. Yes,101.8243521
42,4. College Grad,2. Information,2. >=Very Good,2. No,123.0896998
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
40,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.04315402
55,4. College Grad,2. Information,1. <=Good,1. Yes,160.6424754
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
55,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
53,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
33,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
45,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,95.23071257
54,2. HS Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,84.04595765
42,4. College Grad,1. Industrial,2. >=Very Good,2. No,176.9896505
35,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
54,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
38,3. Some College,2. Information,1. <=Good,1. Yes,94.07271475
31,4. College Grad,2. Information,2. >=Very Good,1. Yes,101.8243521
41,3. Some College,1. Industrial,2. >=Very Good,1. Yes,85.38394038
45,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,142.4571699
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
50,3. Some College,1. Industrial,2. >=Very Good,1. Yes,95.23071257
40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,111.7208494
29,2. HS Grad,1. Industrial,1. <=Good,1. Yes,59.62864555
25,3. Some College,1. Industrial,1. <=Good,2. No,99.6894637
32,2. HS Grad,1. Industrial,2. >=Very Good,2. No,99.6894637
